"payment_month","user_id","game_name","language","age","total_revenue","mrr","paid_users","arppu","new_paid_users","new_mrr","churned_users","churn_rate","churned_revenue","revenue_churn_rate","expansion_mrr","contraction_mrr","lt","ltv"
2022-05-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,uk,20,54.27,54.27,1,54.2700,,,,0.0000,,,,-4.17,9.0,130.17
2022-05-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,ru,19,13.26,13.26,1,13.2600,,,,0.0000,,,,-28.20,6.0,54.72
2022-05-01,lCD23Awt3KotauWenCRr5w==,game 3,uk,20,90.75,90.75,1,90.7500,,,1,1.0000,90.75,0.0252,42.81,,3.0,138.69
2022-05-01,lGI5+OCzV6nnDMpyZWtZAg==,game 3,ru,18,17.25,17.25,1,17.2500,1,17.25,1,1.0000,17.25,0.0048,,,0.0,17.25
2022-05-01,lP6BWSFF4OZeWp0jrAHY9g==,game 3,uk,29,13.2,13.2,1,13.2000,1,13.2,1,1.0000,13.2,0.0037,,,7.0,13.2
2022-05-01,LWAxWBdiFs/25YxI4ZGthA==,game 3,ru,17,86.46,86.46,1,86.4600,1,86.46,,0.0000,,,,,1.0,86.46
2022-05-01,MRcEXu/KG95hsIyJM/816A==,game 3,uk,32,37.98,37.98,1,37.9800,1,37.98,,0.0000,,,,,6.0,37.98
2022-05-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,ru,20,40.62,40.62,1,40.6200,,,1,1.0000,40.62,0.0113,21.51,,7.0,59.73
2022-05-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,uk,24,70.08,70.08,1,70.0800,,,,0.0000,,,38.40,,8.0,101.76
2022-05-01,o55dseByUOl9s5IQCz1kuQ==,game 3,uk,22,16.44,16.44,1,16.4400,,,,0.0000,,,,-70.44,5.0,126.48
2022-05-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,en,20,75.90,75.90,1,75.9000,,,,0.0000,,,54.57,,5.0,97.23
2022-05-01,orbgZNBGuhZZx63HTAbyIw==,game 3,uk,25,155.97,155.97,1,155.9700,,,,0.0000,,,93.84,,6.0,218.10
2022-05-01,pLOCMIX+imLIzoDehgdOPA==,game 3,uk,22,68.16,68.16,1,68.1600,1,68.16,,0.0000,,,,,7.0,68.16
2022-05-01,prNQwR2IPPsvGpFgOpcGaQ==,game 3,uk,14,95.52,,1,95.5200,,,1,1.0000,95.52,0.0265,,,7.0,111.18
2022-05-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,ru,24,39.6,39.6,1,39.6000,,,,0.0000,,,20.1,,5.0,95.61
2022-05-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,uk,20,21.84,21.84,1,21.8400,1,21.84,,0.0000,,,,,7.0,21.84
2022-05-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,ru,19,40.17,40.17,1,40.1700,1,40.17,,0.0000,,,,,4.0,40.17
2022-05-01,q/Tz1C31XWaBUDrRn2ezDw==,game 3,uk,21,17.64,17.64,1,17.6400,1,17.64,,0.0000,,,,,2.0,17.64
2022-05-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,en,16,91.17,91.17,1,91.1700,1,91.17,,0.0000,,,,,5.0,91.17
2022-05-01,RQBsCvxlogTNUidSygqgcQ==,game 3,uk,28,12.18,12.18,1,12.1800,1,12.18,,0.0000,,,,,6.0,12.18
2022-05-01,RwtKwrRSrVpyAMRaDyhr8g==,game 3,uk,44,24.06,24.06,1,24.0600,1,24.06,,0.0000,,,,,7.0,24.06
2022-05-01,s27V1tbCAysovKSY1XcdWQ==,game 3,uk,34,12.15,12.15,1,12.1500,,,1,1.0000,12.15,0.0034,,-27.33,4.0,74.58
2022-05-01,S+4OKFlwA3L8VcjOt8TurA==,game 3,uk,29,15.24,15.24,1,15.2400,1,15.24,,0.0000,,,,,2.0,15.24
2022-05-01,ShEJVi+TtuQlvdw2uetd/Q==,game 3,uk,22,27.87,27.87,1,27.8700,,,,0.0000,,,,-104.10,2.0,159.84
2022-05-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,ru,20,27.42,27.42,1,27.4200,,,,0.0000,,,,-35.16,7.0,90.00
2022-05-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,ru,17,47.88,,1,47.8800,,,,0.0000,,,,,7.0,68.67
2022-05-01,UNcp1RmIObUiGNqLDHjNVw==,game 3,uk,16,28.35,28.35,1,28.3500,1,28.35,1,1.0000,28.35,0.0079,,,7.0,28.35
2022-05-01,urYfKANRgMuaQO9lQnBgnQ==,game 3,uk,31,12.66,12.66,1,12.6600,1,12.66,,0.0000,,,,,2.0,12.66
2022-05-01,V7J42heW8l19wiBJ8UpRyw==,game 3,ru,25,42.72,42.72,1,42.7200,,,,0.0000,,,5.88,,9.0,129.36
2022-05-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,uk,16,95.91,95.91,1,95.9100,,,,0.0000,,,38.19,,9.0,201.96
2022-05-01,WDsSR+yQGqoMMBfCxqkZlw==,game 3,uk,24,49.05,49.05,1,49.0500,1,49.05,,0.0000,,,,,6.0,49.05
2022-05-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,ru,17,74.01,74.01,1,74.0100,1,74.01,,0.0000,,,,,5.0,74.01
2022-05-01,Wi8qtp9drPDZD0laCPi2Ng==,game 3,uk,26,12.99,12.99,1,12.9900,1,12.99,,0.0000,,,,,7.0,12.99
2022-05-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,ru,20,12.12,12.12,1,12.1200,1,12.12,,0.0000,,,,,6.0,12.12
2022-05-01,Wua5DlzLb2yNeSrcG9Xi3g==,game 3,uk,23,68.73,68.73,1,68.7300,,,1,1.0000,68.73,0.0191,8.88,,6.0,128.58
2022-05-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,uk,20,73.29,73.29,1,73.2900,,,,0.0000,,,,-26.55,5.0,197.31
2022-05-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,ru,21,96.06,96.06,1,96.0600,,,,0.0000,,,69.45,,8.0,122.67
2022-05-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,uk,22,17.4,17.4,1,17.4000,1,17.4,1,1.0000,17.4,0.0048,,,7.0,17.4
2022-05-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,uk,15,15.33,15.33,1,15.3300,,,,0.0000,,,,-5.10,7.0,60.03
2022-05-01,Z7/6qvk8WKH3uR6IMYlCxw==,game 3,uk,30,12.09,12.09,1,12.0900,1,12.09,,0.0000,,,,,6.0,12.09
2022-05-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,ru,17,27.0,27.0,1,27.0000,,,,0.0000,,,,-29.70,9.0,138.30
2022-05-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,ru,15,133.14,133.14,1,133.1400,1,133.14,1,1.0000,133.14,0.0370,,,7.0,133.14
2022-05-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,uk,24,16.05,16.05,1,16.0500,,,,0.0000,,,,-55.47,9.0,110.58
2022-05-01,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,uk,22,38.76,38.76,1,38.7600,,,,0.0000,,,,-3.42,8.0,80.94
2022-06-01,"06RPvlsFPCmM9ag+iSM/Ag==",game 3,ru,34,29.07,29.07,1,29.0700,,,,0.0000,,,0.75,,7.0,69.42
2022-06-01,"0A5RkQrm+GBgG7KSFk/xhw==",game 3,uk,31,48.21,48.21,1,48.2100,,,,0.0000,,,34.41,,6.0,62.01
2022-06-01,"1jx1AjqUwE9sbCyafQnUNQ==",game 3,ru,25,56.13,56.13,1,56.1300,1,56.13,,0.0000,,,,,6.0,56.13
2022-06-01,"2FYEYdoJMUOtbJ6TruruWA==",game 3,ru,20,22.47,22.47,1,22.4700,,,,0.0000,,,,-7.86,8.0,109.65
2022-06-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,uk,23,25.35,25.35,1,25.3500,,,,0.0000,,,,-46.71,7.0,152.37
2022-06-01,"3iITAz/ADjFv3PDTgTjxSg==",game 3,ru,16,34.35,34.35,1,34.3500,,,,0.0000,,,18.66,,6.0,155.22
2022-06-01,"3KHhqZr7/1n2+bTP13WuXA==",game 3,uk,16,74.85,74.85,1,74.8500,1,74.85,1,1.0000,74.85,0.0172,,,4.0,74.85
2022-06-01,"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,uk,21,20.13,20.13,1,20.1300,,,,0.0000,,,7.77,,8.0,92.16
2022-06-01,"3Xuq0acIoGEgw19qflIoog==",game 3,uk,25,12.69,12.69,1,12.6900,1,12.69,,0.0000,,,,,4.0,12.69
2022-06-01,"4b7l8C489HEJirtoe7xtFg==",game 3,uk,20,22.83,22.83,1,22.8300,,,,0.0000,,,,-3.57,9.0,91.32
2022-06-01,"4btLP2zvi8eBV0t08fdkKQ==",game 3,ru,20,27.87,27.87,1,27.8700,,,,0.0000,,,,-63.81,9.0,263.31
2022-06-01,"4pssft0TgDfiQexjbe25lw==",game 3,ru,26,14.76,14.76,1,14.7600,1,14.76,,0.0000,,,,,5.0,14.76
2022-06-01,"6We7zBO7mVbNxGEl/xPKVg==",game 3,uk,19,28.95,28.95,1,28.9500,,,,0.0000,,,6.21,,7.0,51.69
2022-06-01,"72brUr/DKItStlTen5pHYg==",game 3,uk,24,86.91,86.91,1,86.9100,,,,0.0000,,,66.99,,8.0,130.98
2022-06-01,"75lEf3nSWLSf6GncqhR9gQ==",game 3,ru,22,86.85,86.85,1,86.8500,,,,0.0000,,,28.59,,6.0,225.18
2022-06-01,"787jk0VnxM8/sv/0TkvO6A==",game 3,uk,20,97.95,97.95,1,97.9500,,,,0.0000,,,61.20,,9.0,236.64
2022-06-01,"7EPlnA7OQ9MhMx+od6FA9g==",game 3,ru,23,12.39,12.39,1,12.3900,,,1,1.0000,12.39,0.0029,,-38.79,9.0,336.39
2022-06-01,"7ew71UmoMb73L41PM/YL/w==",game 3,uk,17,34.11,34.11,1,34.1100,,,,0.0000,,,2.01,,6.0,66.21
2022-06-01,"7GE5h/3N3lcro3K9T3aujw==",game 3,ru,32,144.75,144.75,1,144.7500,,,,0.0000,,,25.80,,7.0,360.42
2022-06-01,"7zbxKst2yi3pfdVI8iEChw==",game 3,ru,15,13.05,,1,13.0500,,,1,1.0000,13.05,0.0030,,,8.0,36.36
2022-06-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,ru,24,88.08,88.08,1,88.0800,,,,0.0000,,,75.60,,7.0,100.56
2022-06-01,A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,uk,24,107.40,,1,107.4000,,,,0.0000,,,,,7.0,166.62
2022-06-01,AN9at3LlvDamqXq8dvHD4w==,game 3,ru,24,18.99,18.99,1,18.9900,,,,0.0000,,,,-47.58,9.0,192.09
2022-06-01,aQDvOXzsDAJWi3Y47ptRPg==,game 3,ru,20,19.08,19.08,1,19.0800,,,1,1.0000,19.08,0.0044,,-20.22,2.0,73.59
2022-06-01,b3TBQFxyCxxypmPajF+jXw==,game 3,uk,15,71.31,71.31,1,71.3100,,,1,1.0000,71.31,0.0164,42.63,,3.0,128.79
2022-06-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,ru,23,96.33,,1,96.3300,,,,0.0000,,,,,9.0,175.23
2022-06-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,ru,17,41.07,41.07,1,41.0700,,,,0.0000,,,,-53.04,7.0,135.18
2022-06-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,uk,18,31.38,31.38,1,31.3800,,,,0.0000,,,0.66,,7.0,151.32
2022-06-01,BDvlXttM/hbupcLic+5ZWg==,game 3,uk,29,46.53,46.53,1,46.5300,,,1,1.0000,46.53,0.0107,33.60,,7.0,59.46
2022-06-01,BJlqmsfEshc/QjsD7VgEjg==,game 3,ru,18,113.76,,1,113.7600,,,1,1.0000,113.76,0.0262,,,5.0,144.42
2022-06-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,uk,14,46.20,46.20,1,46.2000,,,,0.0000,,,,-19.53,7.0,111.93
2022-06-01,crKNTIblJ0113SKEtSJQHw==,game 3,uk,16,29.97,29.97,1,29.9700,,,,0.0000,,,,-64.02,7.0,123.96
2022-06-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,uk,15,53.55,53.55,1,53.5500,1,53.55,,0.0000,,,,,4.0,53.55
2022-06-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,uk,21,32.37,32.37,1,32.3700,,,,0.0000,,,1.17,,5.0,124.14
2022-06-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,ru,23,13.89,13.89,1,13.8900,,,1,1.0000,13.89,0.0032,,-23.73,8.0,101.67
2022-06-01,dp8g3Zsy2hCfov8GumRuWg==,game 3,ru,19,13.89,13.89,1,13.8900,1,13.89,1,1.0000,13.89,0.0032,,,0.0,13.89
2022-06-01,dpfu6t8G4blqMn55KM8bSg==,game 3,uk,16,17.64,17.64,1,17.6400,,,,0.0000,,,,-15.51,7.0,83.82
2022-06-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,uk,23,86.49,86.49,1,86.4900,,,,0.0000,,,14.34,,3.0,241.83
2022-06-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,en,25,33.51,33.51,1,33.5100,1,33.51,,0.0000,,,,,6.0,33.51
2022-06-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,ru,18,25.65,25.65,1,25.6500,,,,0.0000,,,11.10,,7.0,63.24
2022-06-01,eoqO46DzxSrKA2rredUNyQ==,game 3,uk,24,13.5,13.5,1,13.5000,1,13.5,,0.0000,,,,,4.0,13.5
2022-06-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,uk,21,103.71,103.71,1,103.7100,,,,0.0000,,,56.49,,7.0,150.93
2022-06-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,ru,18,89.07,,1,89.0700,,,,0.0000,,,,,7.0,137.52
2022-06-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,ru,18,19.98,19.98,1,19.9800,1,19.98,,0.0000,,,,,5.0,19.98
2022-06-01,GEAVJz1gd3SThbDZR01fcA==,game 3,uk,14,36.06,36.06,1,36.0600,,,,0.0000,,,,-12.24,6.0,171.72
2022-06-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,uk,23,51.24,51.24,1,51.2400,1,51.24,,0.0000,,,,,5.0,51.24
2022-06-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,uk,16,82.80,82.80,1,82.8000,,,,0.0000,,,15.51,,9.0,295.62
2022-06-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,ru,21,41.52,41.52,1,41.5200,,,,0.0000,,,19.35,,7.0,119.55
2022-06-01,Grpkzd4XIHh+ZbTMNxnUGg==,game 3,ru,30,14.49,14.49,1,14.4900,,,1,1.0000,14.49,0.0033,,-27.39,6.0,91.92
2022-06-01,GUNmu9bjwltT1/vYgzDEDQ==,game 3,uk,16,13.56,13.56,1,13.5600,1,13.56,1,1.0000,13.56,0.0031,,,0.0,13.56
2022-06-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,uk,30,51.21,51.21,1,51.2100,,,,0.0000,,,39.12,,5.0,77.64
2022-06-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,ru,24,32.07,32.07,1,32.0700,,,,0.0000,,,16.47,,7.0,89.91
2022-06-01,HjI8n/FVfaGZ4bIEwrZPGw==,game 3,ru,29,31.80,31.80,1,31.8000,1,31.80,1,1.0000,31.80,0.0073,,,0.0,31.80
2022-06-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,uk,15,66.96,66.96,1,66.9600,,,,0.0000,,,,-55.98,9.0,338.61
2022-06-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,uk,19,103.14,103.14,1,103.1400,,,,0.0000,,,,-50.40,7.0,256.68
2022-06-01,iFFApiXZ2wPdS666BLpKZw==,game 3,uk,18,34.89,,1,34.8900,,,,0.0000,,,,,7.0,111.66
2022-06-01,ildaqkizLaFesmkjCvlzmQ==,game 3,uk,24,54.54,54.54,1,54.5400,1,54.54,,0.0000,,,,,5.0,54.54
2022-06-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,uk,18,41.85,41.85,1,41.8500,,,1,1.0000,41.85,0.0096,16.86,,3.0,101.40
2022-06-01,JBV4ilPNTtWevrqq146kyg==,game 3,uk,43,16.38,16.38,1,16.3800,1,16.38,,0.0000,,,,,1.0,16.38
2022-06-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,uk,25,63.39,63.39,1,63.3900,,,1,1.0000,63.39,0.0146,45.33,,8.0,260.25
2022-06-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,uk,20,66.45,66.45,1,66.4500,,,,0.0000,,,12.18,,9.0,196.62
2022-06-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,ru,19,14.64,14.64,1,14.6400,,,,0.0000,,,1.38,,6.0,69.36
2022-06-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,uk,21,18.66,,1,18.6600,,,,0.0000,,,,,8.0,100.89
2022-06-01,LWAxWBdiFs/25YxI4ZGthA==,game 3,ru,17,18.54,18.54,1,18.5400,,,1,1.0000,18.54,0.0043,,-67.92,1.0,105.00
2022-06-01,MRcEXu/KG95hsIyJM/816A==,game 3,uk,32,23.4,23.4,1,23.4000,,,,0.0000,,,,-14.58,6.0,61.38
2022-06-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,uk,24,65.25,65.25,1,65.2500,,,,0.0000,,,,-4.83,8.0,167.01
2022-06-01,o55dseByUOl9s5IQCz1kuQ==,game 3,uk,22,13.26,13.26,1,13.2600,,,,0.0000,,,,-3.18,5.0,139.74
2022-06-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,en,20,98.37,98.37,1,98.3700,,,,0.0000,,,22.47,,5.0,195.60
2022-06-01,orbgZNBGuhZZx63HTAbyIw==,game 3,uk,25,117.48,117.48,1,117.4800,,,,0.0000,,,,-38.49,6.0,335.58
2022-06-01,Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,ru,18,17.76,17.76,1,17.7600,1,17.76,,0.0000,,,,,4.0,17.76
2022-06-01,pLOCMIX+imLIzoDehgdOPA==,game 3,uk,22,55.53,55.53,1,55.5300,,,,0.0000,,,,-12.63,7.0,123.69
2022-06-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,ru,24,89.61,89.61,1,89.6100,,,,0.0000,,,50.01,,5.0,185.22
2022-06-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,uk,20,32.04,32.04,1,32.0400,,,,0.0000,,,10.20,,7.0,53.88
2022-06-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,ru,37,52.83,52.83,1,52.8300,1,52.83,,0.0000,,,,,6.0,52.83
2022-06-01,QoHEss2e+b385deeX2p39Q==,game 3,ru,22,41.04,41.04,1,41.0400,1,41.04,,0.0000,,,,,4.0,41.04
2022-06-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,ru,19,36.84,36.84,1,36.8400,,,,0.0000,,,,-3.33,4.0,77.01
2022-06-01,q/Tz1C31XWaBUDrRn2ezDw==,game 3,uk,21,72.48,72.48,1,72.4800,,,,0.0000,,,54.84,,2.0,90.12
2022-06-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,en,16,41.88,41.88,1,41.8800,,,,0.0000,,,,-49.29,5.0,133.05
2022-06-01,r9AjQVS2nstu5lpVmDlihA==,game 3,ru,22,53.28,53.28,1,53.2800,1,53.28,,0.0000,,,,,6.0,53.28
2022-06-01,RQBsCvxlogTNUidSygqgcQ==,game 3,uk,28,17.07,17.07,1,17.0700,,,,0.0000,,,4.89,,6.0,29.25
2022-06-01,RsmjZqhi61Kd7U5ihaXhDw==,game 3,uk,30,68.58,68.58,1,68.5800,1,68.58,1,1.0000,68.58,0.0158,,,6.0,68.58
2022-06-01,rw8yxS9+t5PvgINa7EhMvQ==,game 3,uk,18,49.92,49.92,1,49.9200,1,49.92,,0.0000,,,,,6.0,49.92
2022-06-01,RwtKwrRSrVpyAMRaDyhr8g==,game 3,uk,44,63.78,63.78,1,63.7800,,,1,1.0000,63.78,0.0147,39.72,,7.0,87.84
2022-06-01,S+4OKFlwA3L8VcjOt8TurA==,game 3,uk,29,29.16,29.16,1,29.1600,,,,0.0000,,,13.92,,2.0,44.40
2022-06-01,sCKPcG1GIuOo593nRuu1Cw==,game 3,uk,25,61.11,61.11,1,61.1100,1,61.11,1,1.0000,61.11,0.0141,,,6.0,61.11
2022-06-01,ShEJVi+TtuQlvdw2uetd/Q==,game 3,uk,22,32.13,32.13,1,32.1300,,,1,1.0000,32.13,0.0074,4.26,,2.0,191.97
2022-06-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,ru,25,63.45,,1,63.4500,,,1,1.0000,63.45,0.0146,,,8.0,135.87
2022-06-01,to3TWHIKMGoINAlfTdWn+w==,game 3,uk,28,35.34,35.34,1,35.3400,1,35.34,,0.0000,,,,,2.0,35.34
2022-06-01,T+RA0/fgzbUBLF89D4AEDA==,game 3,ru,23,31.44,,1,31.4400,,,,0.0000,,,,,6.0,93.03
2022-06-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,ru,20,14.07,14.07,1,14.0700,,,1,1.0000,14.07,0.0032,,-13.35,7.0,104.07
2022-06-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,ru,17,55.23,55.23,1,55.2300,,,,0.0000,,,7.35,,7.0,123.90
2022-06-01,urYfKANRgMuaQO9lQnBgnQ==,game 3,uk,31,13.26,13.26,1,13.2600,,,,0.0000,,,0.60,,2.0,25.92
2022-06-01,V7J42heW8l19wiBJ8UpRyw==,game 3,ru,25,31.95,31.95,1,31.9500,,,,0.0000,,,,-10.77,9.0,161.31
2022-06-01,v9uJC6CIm0KR00+LpWQUBg==,game 3,uk,18,30.87,30.87,1,30.8700,1,30.87,,0.0000,,,,,6.0,30.87
2022-06-01,Veep00i4vvZbTAVD6GMoiA==,game 3,uk,38,36.78,,1,36.7800,,,,0.0000,,,,,8.0,97.83
2022-06-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,uk,16,55.02,55.02,1,55.0200,,,,0.0000,,,,-40.89,9.0,256.98
2022-06-01,WDsSR+yQGqoMMBfCxqkZlw==,game 3,uk,24,91.05,91.05,1,91.0500,,,,0.0000,,,42.00,,6.0,140.10
2022-06-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,ru,17,204.48,204.48,1,204.4800,,,,0.0000,,,130.47,,5.0,278.49
2022-06-01,Wi8qtp9drPDZD0laCPi2Ng==,game 3,uk,26,14.04,14.04,1,14.0400,,,1,1.0000,14.04,0.0032,1.05,,7.0,27.03
2022-06-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,ru,20,13.08,13.08,1,13.0800,,,,0.0000,,,0.96,,6.0,25.20
2022-06-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,uk,26,14.7,14.7,1,14.7000,1,14.7,,0.0000,,,,,6.0,14.7
2022-06-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,uk,20,15.06,15.06,1,15.0600,,,,0.0000,,,,-58.23,5.0,212.37
2022-06-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,ru,21,35.88,35.88,1,35.8800,,,,0.0000,,,,-60.18,8.0,158.55
2022-06-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,ru,24,67.71,67.71,1,67.7100,1,67.71,,0.0000,,,,,6.0,67.71
2022-06-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,uk,15,41.13,41.13,1,41.1300,,,,0.0000,,,25.80,,7.0,101.16
2022-06-01,Z7/6qvk8WKH3uR6IMYlCxw==,game 3,uk,30,14.43,14.43,1,14.4300,,,,0.0000,,,2.34,,6.0,26.52
2022-06-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,uk,25,14.55,14.55,1,14.5500,1,14.55,,0.0000,,,,,6.0,14.55
2022-06-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,ru,17,68.58,68.58,1,68.5800,,,,0.0000,,,41.58,,9.0,206.88
2022-06-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,uk,24,25.56,25.56,1,25.5600,,,,0.0000,,,9.51,,9.0,136.14
2022-06-01,ZU1vF9G4TjB+iEZ001MU3g==,game 3,ru,29,17.22,17.22,1,17.2200,1,17.22,,0.0000,,,,,6.0,17.22
2022-06-01,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,uk,22,71.97,71.97,1,71.9700,,,,0.0000,,,33.21,,8.0,152.91
2022-07-01,"06RPvlsFPCmM9ag+iSM/Ag==",game 3,ru,34,25.23,25.23,1,25.2300,,,,0.0000,,,,-3.84,7.0,94.65
2022-07-01,"0A5RkQrm+GBgG7KSFk/xhw==",game 3,uk,31,52.77,52.77,1,52.7700,,,,0.0000,,,4.56,,6.0,114.78
2022-07-01,"14RMzQMoG017OLkaDBFjng==",game 3,uk,36,14.43,14.43,1,14.4300,1,14.43,1,1.0000,14.43,0.0028,,,4.0,14.43
2022-07-01,"1jx1AjqUwE9sbCyafQnUNQ==",game 3,ru,25,16.29,16.29,1,16.2900,,,,0.0000,,,,-39.84,6.0,72.42
2022-07-01,"2FYEYdoJMUOtbJ6TruruWA==",game 3,ru,20,24.84,24.84,1,24.8400,,,,0.0000,,,2.37,,8.0,134.49
2022-07-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,uk,23,38.10,38.10,1,38.1000,,,1,1.0000,38.10,0.0074,12.75,,7.0,190.47
2022-07-01,"3iITAz/ADjFv3PDTgTjxSg==",game 3,ru,16,50.58,50.58,1,50.5800,,,,0.0000,,,16.23,,6.0,205.80
2022-07-01,"3rCdNEPkh3vwmYB0BVadEw==",game 3,ru,27,21.87,,1,21.8700,,,,0.0000,,,,,3.0,44.73
2022-07-01,"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,uk,21,15.78,15.78,1,15.7800,,,,0.0000,,,,-4.35,8.0,107.94
2022-07-01,"3Xuq0acIoGEgw19qflIoog==",game 3,uk,25,41.73,41.73,1,41.7300,,,,0.0000,,,29.04,,4.0,54.42
2022-07-01,"4b7l8C489HEJirtoe7xtFg==",game 3,uk,20,89.28,89.28,1,89.2800,,,,0.0000,,,66.45,,9.0,180.60
2022-07-01,"4btLP2zvi8eBV0t08fdkKQ==",game 3,ru,20,40.71,40.71,1,40.7100,,,,0.0000,,,12.84,,9.0,304.02
2022-07-01,"4oH5e29koOH9zNYW8Kwcsg==",game 3,uk,28,18.06,,1,18.0600,,,,0.0000,,,,,3.0,31.05
2022-07-01,"4pssft0TgDfiQexjbe25lw==",game 3,ru,26,14.43,14.43,1,14.4300,,,,0.0000,,,,-0.33,5.0,29.19
2022-07-01,"5a/eDajN+4bJdigfI5TWoQ==",game 3,ru,17,12.87,12.87,1,12.8700,1,12.87,1,1.0000,12.87,0.0025,,,0.0,12.87
2022-07-01,"6We7zBO7mVbNxGEl/xPKVg==",game 3,uk,19,118.83,118.83,1,118.8300,,,,0.0000,,,89.88,,7.0,170.52
2022-07-01,"72brUr/DKItStlTen5pHYg==",game 3,uk,24,37.11,37.11,1,37.1100,,,,0.0000,,,,-49.80,8.0,168.09
2022-07-01,"75lEf3nSWLSf6GncqhR9gQ==",game 3,ru,22,49.23,49.23,1,49.2300,,,1,1.0000,49.23,0.0095,,-37.62,6.0,274.41
2022-07-01,"787jk0VnxM8/sv/0TkvO6A==",game 3,uk,20,21.48,21.48,1,21.4800,,,,0.0000,,,,-76.47,9.0,258.12
2022-07-01,"7BqUeLmbiug63XrWs2+ZQQ==",game 3,ru,15,61.41,61.41,1,61.4100,1,61.41,,0.0000,,,,,5.0,61.41
